order_id,distribution_center_name,delivery_days
55918,Charleston SC,3
55918,Houston TX,3
56019,Los Angeles CA,3
56038,Memphis TN,3
56038,Los Angeles CA,3
56049,Charleston SC,3
56049,Charleston SC,3
56078,Memphis TN,3
56090,Los Angeles CA,3
56140,Port Authority of New York/New Jersey NY/NJ,3
56187,Philadelphia PA,3
56195,Mobile AL,3
56197,Port Authority of New York/New Jersey NY/NJ,3
56197,Philadelphia PA,3
56197,Mobile AL,3
56197,Charleston SC,3
56206,Philadelphia PA,3
56208,New Orleans LA,3
56244,Charleston SC,3
56244,Mobile AL,3
56244,Port Authority of New York/New Jersey NY/NJ,3
56252,Charleston SC,3
56252,Houston TX,3
56277,Charleston SC,3
56277,Memphis TN,3
56293,Houston TX,3
56299,Houston TX,3
56372,Port Authority of New York/New Jersey NY/NJ,3
56385,Charleston SC,3
56385,Philadelphia PA,3
56385,Houston TX,3
56434,Charleston SC,3
56434,Philadelphia PA,3
56472,Charleston SC,3
56472,Chicago IL,3
56472,Houston TX,3
56510,New Orleans LA,3
56572,Mobile AL,3
56572,Houston TX,3
56620,Port Authority of New York/New Jersey NY/NJ,3
56620,Memphis TN,3
56664,Charleston SC,3
56698,Memphis TN,3
56698,Port Authority of New York/New Jersey NY/NJ,3
56698,Memphis TN,3
56698,Mobile AL,3
56733,Memphis TN,3
56746,Charleston SC,3
56746,Port Authority of New York/New Jersey NY/NJ,3
56812,Memphis TN,3
56920,Port Authority of New York/New Jersey NY/NJ,3
56996,Philadelphia PA,3
56996,Savannah GA,3
56996,Houston TX,3
57018,Houston TX,3
57024,Mobile AL,3
57035,Port Authority of New York/New Jersey NY/NJ,3
57114,Port Authority of New York/New Jersey NY/NJ,3
57228,Port Authority of New York/New Jersey NY/NJ,3
57247,Memphis TN,3
57306,Los Angeles CA,3
57332,Houston TX,3
57346,Memphis TN,3
57395,Savannah GA,3
57395,Chicago IL,3
57395,Savannah GA,3
57402,Mobile AL,3
57428,Philadelphia PA,3
57489,Houston TX,3
57529,Los Angeles CA,3
57529,Houston TX,3
57605,Houston TX,3
57618,Chicago IL,3
57628,Charleston SC,3
57628,New Orleans LA,3
57677,Chicago IL,3
57684,Savannah GA,3
57684,Houston TX,3
57684,New Orleans LA,3
57716,Philadelphia PA,3
57780,Houston TX,3
57780,Mobile AL,3
57780,Memphis TN,3
57810,Memphis TN,3
57810,Charleston SC,3
57810,Mobile AL,3
57810,Memphis TN,3
57870,Charleston SC,3
57953,Los Angeles CA,3
57976,Chicago IL,3
57976,Port Authority of New York/New Jersey NY/NJ,3
58001,Charleston SC,3
58003,New Orleans LA,3
58047,Houston TX,3
58049,Charleston SC,3
58163,Mobile AL,3
58163,Charleston SC,3
58166,Philadelphia PA,3
58166,Memphis TN,3
58213,Chicago IL,3
58213,Chicago IL,3
58213,Port Authority of New York/New Jersey NY/NJ,3
58236,Memphis TN,3
58236,New Orleans LA,3
58241,Los Angeles CA,3
58341,Chicago IL,3
58341,Houston TX,3
58341,Chicago IL,3
58364,Houston TX,3
58377,Memphis TN,3
58420,Memphis TN,3
58420,New Orleans LA,3
58515,Chicago IL,3
58515,Savannah GA,3
58551,Mobile AL,3
58551,Memphis TN,3
58563,Mobile AL,3
58611,Chicago IL,3
58629,New Orleans LA,3
58650,New Orleans LA,3
58660,Philadelphia PA,3
58739,Chicago IL,3
58750,Savannah GA,3
58858,Houston TX,3
58997,Los Angeles CA,3
58997,Memphis TN,3
58997,Charleston SC,3
59021,Memphis TN,3
59022,Chicago IL,3
59137,Houston TX,3
59145,Memphis TN,3
59145,Mobile AL,3
59145,Memphis TN,3
59149,New Orleans LA,3
59151,Los Angeles CA,3
59224,New Orleans LA,3
59224,Houston TX,3
59228,Memphis TN,3
59228,Chicago IL,3
59228,Chicago IL,3
59228,Chicago IL,3
59245,New Orleans LA,3
59312,Los Angeles CA,3
59381,Chicago IL,3
59381,Los Angeles CA,3
59395,Port Authority of New York/New Jersey NY/NJ,3
59395,Los Angeles CA,3
59395,Memphis TN,3
59395,Chicago IL,3
59408,Memphis TN,3
59465,Charleston SC,3
59465,Memphis TN,3
59511,Charleston SC,3
59511,Savannah GA,3
59561,Chicago IL,3
59580,Philadelphia PA,3
59584,Memphis TN,3
59591,Savannah GA,3
59610,Chicago IL,3
59625,Charleston SC,3
59633,Mobile AL,3
59669,Memphis TN,3
59786,Mobile AL,3
59812,Mobile AL,3
59812,Memphis TN,3
59852,Charleston SC,3
59864,Chicago IL,3
59872,Charleston SC,3
59898,Charleston SC,3
59898,Memphis TN,3
59916,Houston TX,3
59952,Charleston SC,3
59952,Memphis TN,3
59952,Port Authority of New York/New Jersey NY/NJ,3
59952,Houston TX,3
60269,Memphis TN,3
60306,Los Angeles CA,3
60320,Philadelphia PA,3
60320,Philadelphia PA,3
60342,Charleston SC,3
60380,Houston TX,3
60438,New Orleans LA,3
60438,Los Angeles CA,3
60462,Mobile AL,3
60475,Savannah GA,3
60508,Mobile AL,3
60508,Charleston SC,3
60616,Houston TX,3
60623,Houston TX,3
60623,Memphis TN,3
60683,Memphis TN,3
60770,Chicago IL,3
60771,Mobile AL,3
60892,Los Angeles CA,3
60912,Philadelphia PA,3
60920,Memphis TN,3
60949,Memphis TN,3
61208,Houston TX,3
61208,Mobile AL,3
61226,Charleston SC,3
61262,Port Authority of New York/New Jersey NY/NJ,3
61262,Chicago IL,3
61318,Houston TX,3
61318,Savannah GA,3
61318,Houston TX,3
61364,Houston TX,3
61382,Port Authority of New York/New Jersey NY/NJ,3
61393,Port Authority of New York/New Jersey NY/NJ,3
61393,Charleston SC,3
61393,Chicago IL,3
61452,New Orleans LA,3
61468,Memphis TN,3
61645,Houston TX,3
61645,Mobile AL,3
61735,Charleston SC,3
61738,Memphis TN,3
61738,New Orleans LA,3
61758,Los Angeles CA,3
61810,Memphis TN,3
61810,Charleston SC,3
61912,Port Authority of New York/New Jersey NY/NJ,3
61912,Philadelphia PA,3
61912,Memphis TN,3
61912,Chicago IL,3
61923,Charleston SC,3
61926,Mobile AL,3
61972,Mobile AL,3
61972,Mobile AL,3
61973,Philadelphia PA,3
62025,Port Authority of New York/New Jersey NY/NJ,3
62080,Memphis TN,3
62096,Houston TX,3
62110,Memphis TN,3
62122,Memphis TN,3
62122,Memphis TN,3
62122,Mobile AL,3
62166,Savannah GA,3
62166,Savannah GA,3
62174,Houston TX,3
62252,Mobile AL,3
62252,Philadelphia PA,3
62343,Houston TX,3
62352,Philadelphia PA,3
62352,Memphis TN,3
62352,Memphis TN,3
62352,Mobile AL,3
62401,New Orleans LA,3
62440,Houston TX,3
62451,Los Angeles CA,3
62576,Houston TX,3
62656,Houston TX,3
62659,New Orleans LA,3
62672,Chicago IL,3
62688,Mobile AL,3
62728,Philadelphia PA,3
62732,Mobile AL,3
62738,Charleston SC,3
62740,Houston TX,3
62740,Philadelphia PA,3
62740,Chicago IL,3
62740,New Orleans LA,3
62758,Houston TX,3
62839,Los Angeles CA,3
62839,Charleston SC,3
62853,Mobile AL,3
62864,Port Authority of New York/New Jersey NY/NJ,3
62906,Houston TX,3
62955,Chicago IL,3
63059,Memphis TN,3
63059,New Orleans LA,3
63059,Memphis TN,3
63061,Mobile AL,3
63064,Charleston SC,3
63070,Port Authority of New York/New Jersey NY/NJ,3
63070,Memphis TN,3
63074,Memphis TN,3
63094,Memphis TN,3
63096,Houston TX,3
63096,New Orleans LA,3
63096,Chicago IL,3
63096,Charleston SC,3
63121,Port Authority of New York/New Jersey NY/NJ,3
63124,Memphis TN,3
63126,Savannah GA,3
63126,Memphis TN,3
63187,Charleston SC,3
63187,Memphis TN,3
63189,Savannah GA,3
63232,Mobile AL,3
63232,Los Angeles CA,3
63232,Memphis TN,3
63293,Charleston SC,3
63370,Chicago IL,3
63386,Charleston SC,3
63386,Memphis TN,3
63386,Mobile AL,3
63444,Chicago IL,3
63499,Houston TX,3
63503,New Orleans LA,3
63516,Philadelphia PA,3
63695,Chicago IL,3
63707,Los Angeles CA,3
63707,Chicago IL,3
63715,Philadelphia PA,3
63715,Port Authority of New York/New Jersey NY/NJ,3
63758,Charleston SC,3
63758,Charleston SC,3
63789,Houston TX,3
63789,Savannah GA,3
63844,Chicago IL,3
63854,Philadelphia PA,3
63928,Chicago IL,3
63946,Los Angeles CA,3
63955,Memphis TN,3
63963,Chicago IL,3
63964,Savannah GA,3
63979,Savannah GA,3
63979,Savannah GA,3
64032,Philadelphia PA,3
64039,Houston TX,3
64053,New Orleans LA,3
64053,Mobile AL,3
64099,Houston TX,3
64132,Philadelphia PA,3
64137,Memphis TN,3
64214,Savannah GA,3
64253,Memphis TN,3
64284,Chicago IL,3
64284,Savannah GA,3
64290,Charleston SC,3
64365,Houston TX,3
64410,Houston TX,3
64412,Chicago IL,3
64526,Chicago IL,3
64533,Houston TX,3
64535,Charleston SC,3
64546,Houston TX,3
64587,Memphis TN,3
64633,Port Authority of New York/New Jersey NY/NJ,3
64683,Houston TX,3
64689,Memphis TN,3
64742,Charleston SC,3
64742,Port Authority of New York/New Jersey NY/NJ,3
64766,Savannah GA,3
64800,Mobile AL,3
64854,Memphis TN,3
64878,Chicago IL,3
64914,Charleston SC,3
64920,Memphis TN,3
64920,Los Angeles CA,3
64954,Charleston SC,3
65008,Savannah GA,3
65008,Mobile AL,3
65008,Houston TX,3
65029,Savannah GA,3
65112,Charleston SC,3
65174,Charleston SC,3
65174,Chicago IL,3
65174,Port Authority of New York/New Jersey NY/NJ,3
65174,Mobile AL,3
65195,Houston TX,3
65196,Philadelphia PA,3
65284,Los Angeles CA,3
65345,Port Authority of New York/New Jersey NY/NJ,3
65346,Chicago IL,3
65365,Chicago IL,3
65365,Savannah GA,3
65365,Houston TX,3
65368,Houston TX,3
65382,Mobile AL,3
65385,Charleston SC,3
65392,Houston TX,3
65392,Memphis TN,3
65468,Memphis TN,3
65468,Houston TX,3
65468,Memphis TN,3
65468,Chicago IL,3
65480,New Orleans LA,3
65482,Philadelphia PA,3
65482,Mobile AL,3
65494,Mobile AL,3
65510,Savannah GA,3
65510,Mobile AL,3
65526,Philadelphia PA,3
65526,Houston TX,3
65576,Chicago IL,3
65598,New Orleans LA,3
65598,Philadelphia PA,3
65625,Charleston SC,3
65675,Memphis TN,3
65695,Memphis TN,3
65768,Houston TX,3
65802,Chicago IL,3
65829,Houston TX,3
65829,Los Angeles CA,3
65868,Memphis TN,3
65868,Los Angeles CA,3
65868,Chicago IL,3
65887,Port Authority of New York/New Jersey NY/NJ,3
65989,Charleston SC,3
65989,New Orleans LA,3
65989,Chicago IL,3
65989,Memphis TN,3
65996,Philadelphia PA,3
66008,Houston TX,3
66012,Chicago IL,3
66012,Mobile AL,3
66016,Port Authority of New York/New Jersey NY/NJ,3
66016,Memphis TN,3
66016,Chicago IL,3
66019,Mobile AL,3
66043,Houston TX,3
66158,Houston TX,3
66187,Mobile AL,3
66207,Chicago IL,3
66230,Port Authority of New York/New Jersey NY/NJ,3
66360,Houston TX,3
66389,Chicago IL,3
66389,Chicago IL,3
66415,Houston TX,3
66508,Los Angeles CA,3
66519,Port Authority of New York/New Jersey NY/NJ,3
66623,Mobile AL,3
66625,Chicago IL,3
66678,Charleston SC,3
66683,Charleston SC,3
66683,Memphis TN,3
66683,Los Angeles CA,3
66716,Charleston SC,3
66725,New Orleans LA,3
66750,Charleston SC,3
66750,Memphis TN,3
66751,Chicago IL,3
66751,Mobile AL,3
66751,Savannah GA,3
66817,Savannah GA,3
66833,Port Authority of New York/New Jersey NY/NJ,3
66870,Mobile AL,3
66874,Houston TX,3
66923,Chicago IL,3
66939,Los Angeles CA,3
66966,Chicago IL,3
66974,Philadelphia PA,3
67009,Houston TX,3
67067,Los Angeles CA,3
67195,Los Angeles CA,3
67195,New Orleans LA,3
67205,Memphis TN,3
67205,New Orleans LA,3
67280,Houston TX,3
67367,New Orleans LA,3
67367,Memphis TN,3
67443,New Orleans LA,3
67443,Houston TX,3
67443,Chicago IL,3
67443,Memphis TN,3
67468,Houston TX,3
67469,Mobile AL,3
67469,Philadelphia PA,3
67508,Charleston SC,3
67508,Houston TX,3
67509,Chicago IL,3
67526,Chicago IL,3
67544,Memphis TN,3
67552,Chicago IL,3
67695,Memphis TN,3
67725,Chicago IL,3
67735,Mobile AL,3
67735,Port Authority of New York/New Jersey NY/NJ,3
67790,Charleston SC,3
67790,Memphis TN,3
67820,Los Angeles CA,3
67820,Houston TX,3
67830,Mobile AL,3
67889,Houston TX,3
67958,Memphis TN,3
67958,Mobile AL,3
67976,Port Authority of New York/New Jersey NY/NJ,3
67976,Chicago IL,3
68025,Chicago IL,3
68037,Savannah GA,3
68037,Port Authority of New York/New Jersey NY/NJ,3
68037,New Orleans LA,3
68037,Memphis TN,3
68085,Houston TX,3
68124,Los Angeles CA,3
68124,Philadelphia PA,3
68124,Memphis TN,3
68129,Savannah GA,3
68172,Los Angeles CA,3
68207,Memphis TN,3
68207,Philadelphia PA,3
68225,Houston TX,3
68245,Philadelphia PA,3
68267,Chicago IL,3
68267,New Orleans LA,3
68308,Charleston SC,3
68308,Philadelphia PA,3
68322,Port Authority of New York/New Jersey NY/NJ,3
68398,Los Angeles CA,3
68420,Charleston SC,3
68420,Philadelphia PA,3
68420,Port Authority of New York/New Jersey NY/NJ,3
68421,Memphis TN,3
68421,Mobile AL,3
68445,New Orleans LA,3
68528,Memphis TN,3
68566,Chicago IL,3
68572,Mobile AL,3
68600,Chicago IL,3
68618,Houston TX,3
68677,New Orleans LA,3
68677,Port Authority of New York/New Jersey NY/NJ,3
68699,Memphis TN,3
68765,Savannah GA,3
68828,New Orleans LA,3
68828,Los Angeles CA,3
68828,Mobile AL,3
68829,Savannah GA,3
68873,Savannah GA,3
68891,Charleston SC,3
68891,New Orleans LA,3
68905,Los Angeles CA,3
68905,Chicago IL,3
69000,Chicago IL,3
69000,Houston TX,3
69031,Memphis TN,3
69045,Chicago IL,3
69046,Port Authority of New York/New Jersey NY/NJ,3
69068,New Orleans LA,3
69068,Savannah GA,3
69068,Charleston SC,3
69130,Chicago IL,3
69130,Memphis TN,3
69164,Charleston SC,3
69164,Houston TX,3
69164,New Orleans LA,3
69164,Charleston SC,3
69176,Savannah GA,3
69187,Chicago IL,3
69221,Charleston SC,3
69253,Memphis TN,3
69335,Savannah GA,3
69345,Philadelphia PA,3
69370,New Orleans LA,3
69375,Chicago IL,3
69375,Chicago IL,3
69389,Memphis TN,3
69461,Savannah GA,3
69498,Houston TX,3
69536,Port Authority of New York/New Jersey NY/NJ,3
69557,New Orleans LA,3
69563,Los Angeles CA,3
69617,Memphis TN,3
69617,Port Authority of New York/New Jersey NY/NJ,3
69623,Los Angeles CA,3
69638,Charleston SC,3
69680,Houston TX,3
69723,Houston TX,3
69727,Memphis TN,3
69727,Mobile AL,3
69802,Houston TX,3
69831,Houston TX,3
69861,Houston TX,3
69873,Mobile AL,3
69875,Memphis TN,3
69875,Mobile AL,3
69875,Los Angeles CA,3
69908,Savannah GA,3
69908,Houston TX,3
69928,New Orleans LA,3
69928,Philadelphia PA,3
69990,Memphis TN,3
69990,Chicago IL,3
69990,Los Angeles CA,3
70160,Los Angeles CA,3
70219,New Orleans LA,3
70245,Memphis TN,3
70245,Memphis TN,3
70276,Memphis TN,3
70337,Philadelphia PA,3
70347,Los Angeles CA,3
70368,Los Angeles CA,3
70368,Memphis TN,3
70454,Chicago IL,3
70483,Philadelphia PA,3
70483,Chicago IL,3
70540,Houston TX,3
70601,Chicago IL,3
70613,Charleston SC,3
70613,Houston TX,3
70671,Mobile AL,3
70671,Chicago IL,3
70712,Philadelphia PA,3
70712,Port Authority of New York/New Jersey NY/NJ,3
70737,Houston TX,3
70764,Los Angeles CA,3
70795,Chicago IL,3
70795,Charleston SC,3
70810,Chicago IL,3
70810,Memphis TN,3
70810,Philadelphia PA,3
70945,Los Angeles CA,3
71007,Philadelphia PA,3
71031,Memphis TN,3
71037,Port Authority of New York/New Jersey NY/NJ,3
71095,Houston TX,3
71196,Charleston SC,3
71287,Chicago IL,3
71326,Charleston SC,3
71326,Houston TX,3
71361,Port Authority of New York/New Jersey NY/NJ,3
71370,Houston TX,3
71414,Los Angeles CA,3
71430,Charleston SC,3
71673,Houston TX,3
71673,Chicago IL,3
71673,Philadelphia PA,3
71673,Los Angeles CA,3
71680,Mobile AL,3
71680,New Orleans LA,3
71680,Memphis TN,3
71680,Houston TX,3
71788,Memphis TN,3
71788,Memphis TN,3
71788,Philadelphia PA,3
71788,Los Angeles CA,3
71789,Los Angeles CA,3
71817,Savannah GA,3
71856,Memphis TN,3
71856,New Orleans LA,3
71856,Mobile AL,3
71856,New Orleans LA,3
71865,Memphis TN,3
71865,Chicago IL,3
71865,Memphis TN,3
71865,Port Authority of New York/New Jersey NY/NJ,3
71887,Port Authority of New York/New Jersey NY/NJ,3
71887,Los Angeles CA,3
71887,Mobile AL,3
71933,Charleston SC,3
71933,Philadelphia PA,3
71933,Mobile AL,3
71994,Charleston SC,3
72034,Charleston SC,3
72161,Charleston SC,3
72188,Port Authority of New York/New Jersey NY/NJ,3
72196,Charleston SC,3
72199,Charleston SC,3
72289,Houston TX,3
72319,New Orleans LA,3
72319,Chicago IL,3
72332,Charleston SC,3
72371,Memphis TN,3
72371,Mobile AL,3
72371,Memphis TN,3
72395,Memphis TN,3
72433,Houston TX,3
72456,New Orleans LA,3
72515,Port Authority of New York/New Jersey NY/NJ,3
72515,Chicago IL,3
72543,Memphis TN,3
72592,Philadelphia PA,3
72592,New Orleans LA,3
72598,Port Authority of New York/New Jersey NY/NJ,3
72608,Mobile AL,3
72624,Houston TX,3
72662,Chicago IL,3
72662,Mobile AL,3
72694,Chicago IL,3
72698,Houston TX,3
72741,Memphis TN,3
72741,Port Authority of New York/New Jersey NY/NJ,3
72914,Savannah GA,3
73000,Los Angeles CA,3
73000,Memphis TN,3
73000,New Orleans LA,3
73000,Philadelphia PA,3
73020,Mobile AL,3
73051,Los Angeles CA,3
73114,Chicago IL,3
73114,Philadelphia PA,3
73114,Philadelphia PA,3
73114,Chicago IL,3
73187,Savannah GA,3
73187,Memphis TN,3
73324,Chicago IL,3
73329,Charleston SC,3
73366,Memphis TN,3
73401,Philadelphia PA,3
73529,Chicago IL,3
73529,Los Angeles CA,3
73560,Memphis TN,3
73573,Charleston SC,3
73606,Chicago IL,3
73635,Charleston SC,3
73635,Houston TX,3
73635,Charleston SC,3
73691,Port Authority of New York/New Jersey NY/NJ,3
73701,Chicago IL,3
73704,Chicago IL,3
73704,Chicago IL,3
73721,New Orleans LA,3
73721,Chicago IL,3
73752,Chicago IL,3
73752,New Orleans LA,3
73835,Mobile AL,3
73839,Mobile AL,3
73849,Mobile AL,3
73905,Houston TX,3
73981,Charleston SC,3
74087,Houston TX,3
74087,Houston TX,3
74146,Memphis TN,3
74146,New Orleans LA,3
74146,Houston TX,3
74146,Memphis TN,3
74211,Los Angeles CA,3
74211,Port Authority of New York/New Jersey NY/NJ,3
74211,Chicago IL,3
74281,Chicago IL,3
74333,Memphis TN,3
74351,New Orleans LA,3
74366,Memphis TN,3
74425,Port Authority of New York/New Jersey NY/NJ,3
74442,Chicago IL,3
74442,Memphis TN,3
74463,Los Angeles CA,3
74464,Chicago IL,3
74549,Houston TX,3
74549,New Orleans LA,3
74604,Chicago IL,3
74647,Philadelphia PA,3
74676,New Orleans LA,3
74725,Memphis TN,3
74725,Philadelphia PA,3
74761,Los Angeles CA,3
74761,Memphis TN,3
74773,Chicago IL,3
74773,Philadelphia PA,3
74773,Mobile AL,3
74773,Chicago IL,3
74789,Charleston SC,3
74789,Chicago IL,3
74799,Philadelphia PA,3
74807,Port Authority of New York/New Jersey NY/NJ,3
74821,Charleston SC,3
74821,Memphis TN,3
74821,Chicago IL,3
74821,Los Angeles CA,3
74854,New Orleans LA,3
74854,New Orleans LA,3
74860,Charleston SC,3
74860,Memphis TN,3
74860,Port Authority of New York/New Jersey NY/NJ,3
74888,Memphis TN,3
74926,New Orleans LA,3
74926,Mobile AL,3
74951,Memphis TN,3
74951,Chicago IL,3
74951,Houston TX,3
74951,Chicago IL,3
74986,Memphis TN,3
75005,Philadelphia PA,3
75025,Chicago IL,3
75036,Charleston SC,3
75041,Charleston SC,3
75041,Philadelphia PA,3
75138,Chicago IL,3
75138,Houston TX,3
75176,Philadelphia PA,3
75181,Savannah GA,3
75187,Los Angeles CA,3
75190,Philadelphia PA,3
75279,Los Angeles CA,3
75279,Chicago IL,3
75320,Houston TX,3
75321,Savannah GA,3
75341,Charleston SC,3
75341,Los Angeles CA,3
75341,Mobile AL,3
75411,Philadelphia PA,3
75507,Savannah GA,3
75632,Charleston SC,3
75632,Houston TX,3
75660,Philadelphia PA,3
75660,Los Angeles CA,3
75660,Port Authority of New York/New Jersey NY/NJ,3
75678,Savannah GA,3
75678,Houston TX,3
75678,Mobile AL,3
75678,Charleston SC,3
75731,Los Angeles CA,3
75742,Chicago IL,3
75742,Chicago IL,3
75742,Chicago IL,3
75744,Charleston SC,3
75744,Memphis TN,3
75821,Charleston SC,3
75823,Port Authority of New York/New Jersey NY/NJ,3
75823,Houston TX,3
75823,Houston TX,3
75823,Memphis TN,3
75901,Mobile AL,3
75967,Savannah GA,3
75967,Charleston SC,3
76046,Houston TX,3
76077,New Orleans LA,3
76077,Los Angeles CA,3
76080,Memphis TN,3
76103,Memphis TN,3
76190,Mobile AL,3
76214,Charleston SC,3
76214,Savannah GA,3
76301,Mobile AL,3
76330,Charleston SC,3
76422,Houston TX,3
76477,Port Authority of New York/New Jersey NY/NJ,3
76478,Houston TX,3
76478,Mobile AL,3
76498,Philadelphia PA,3
76499,Memphis TN,3
76501,Los Angeles CA,3
76614,Houston TX,3
76659,Chicago IL,3
76675,Memphis TN,3
76688,Chicago IL,3
76731,Memphis TN,3
76790,Chicago IL,3
76792,Los Angeles CA,3
76935,Houston TX,3
76935,Port Authority of New York/New Jersey NY/NJ,3
76970,Charleston SC,3
76973,Chicago IL,3
77005,New Orleans LA,3
77005,Houston TX,3
77033,New Orleans LA,3
77037,Los Angeles CA,3
77065,Chicago IL,3
77103,Chicago IL,3
77213,New Orleans LA,3
77255,Houston TX,3
77289,Charleston SC,3
77289,Philadelphia PA,3
77289,Chicago IL,3
77289,Philadelphia PA,3
77301,Los Angeles CA,3
77371,Houston TX,3
77407,Chicago IL,3
77407,Houston TX,3
77442,Memphis TN,3
77442,New Orleans LA,3
77442,Los Angeles CA,3
77442,Chicago IL,3
77460,Philadelphia PA,3
77486,Memphis TN,3
77495,Charleston SC,3
77495,Philadelphia PA,3
77495,New Orleans LA,3
77495,Houston TX,3
77709,Charleston SC,3
77770,Mobile AL,3
77770,Chicago IL,3
77770,Philadelphia PA,3
77877,Chicago IL,3
77895,Houston TX,3
77963,Chicago IL,3
77983,Los Angeles CA,3
77983,Chicago IL,3
77983,Chicago IL,3
77983,Houston TX,3
77998,Chicago IL,3
77999,Houston TX,3
78000,Houston TX,3
78011,Charleston SC,3
78011,Houston TX,3
78011,Philadelphia PA,3
78068,New Orleans LA,3
78110,Houston TX,3
78123,Houston TX,3
78134,Los Angeles CA,3
78134,Memphis TN,3
78134,Memphis TN,3
78134,Memphis TN,3
78150,Philadelphia PA,3
78150,Memphis TN,3
78263,Mobile AL,3
78263,Memphis TN,3
78264,Charleston SC,3
78325,Los Angeles CA,3
78379,New Orleans LA,3
78438,Philadelphia PA,3
78438,Houston TX,3
78463,Chicago IL,3
78518,Port Authority of New York/New Jersey NY/NJ,3
78545,Chicago IL,3
78545,Port Authority of New York/New Jersey NY/NJ,3
78556,Port Authority of New York/New Jersey NY/NJ,3
78592,Chicago IL,3
78592,Chicago IL,3
78592,Mobile AL,3
78596,Memphis TN,3
78689,Philadelphia PA,3
78741,Chicago IL,3
78741,Chicago IL,3
78741,Port Authority of New York/New Jersey NY/NJ,3
78741,Mobile AL,3
78775,Chicago IL,3
78797,Memphis TN,3
78824,Chicago IL,3
78824,Chicago IL,3
78898,Chicago IL,3
78898,Chicago IL,3
78929,Los Angeles CA,3
78934,Mobile AL,3
78937,Memphis TN,3
78937,New Orleans LA,3
79017,Philadelphia PA,3
79042,Philadelphia PA,3
79042,Chicago IL,3
79108,Charleston SC,3
79165,Chicago IL,3
79195,Houston TX,3
79212,New Orleans LA,3
79221,Houston TX,3
79272,Charleston SC,3
79291,Chicago IL,3
79308,Houston TX,3
79308,Houston TX,3
79308,Chicago IL,3
79308,Memphis TN,3
79373,Chicago IL,3
79373,Chicago IL,3
79373,Memphis TN,3
79373,Port Authority of New York/New Jersey NY/NJ,3
79401,Los Angeles CA,3
79401,Savannah GA,3
79469,Los Angeles CA,3
79472,Savannah GA,3
79480,Memphis TN,3
79520,Memphis TN,3
79520,Philadelphia PA,3
79520,Houston TX,3
79520,Mobile AL,3
79564,Houston TX,3
79564,Savannah GA,3
79628,Memphis TN,3
79628,New Orleans LA,3
79662,Houston TX,3
79662,Memphis TN,3
79728,Memphis TN,3
79735,Port Authority of New York/New Jersey NY/NJ,3
79781,Memphis TN,3
79781,Los Angeles CA,3
79800,Charleston SC,3
79860,Houston TX,3
79869,Savannah GA,3
79869,Los Angeles CA,3
79975,Mobile AL,3
79975,Houston TX,3
79975,Charleston SC,3
79975,Memphis TN,3
79997,Memphis TN,3
80225,Memphis TN,3
80227,Philadelphia PA,3
80239,Chicago IL,3
80239,New Orleans LA,3
80239,Port Authority of New York/New Jersey NY/NJ,3
80239,Houston TX,3
80245,Mobile AL,3
80346,Chicago IL,3
80348,Mobile AL,3
80464,Port Authority of New York/New Jersey NY/NJ,3
80491,Los Angeles CA,3
80515,Mobile AL,3
80515,Mobile AL,3
80540,Houston TX,3
80576,New Orleans LA,3
80576,New Orleans LA,3
80598,Los Angeles CA,3
80611,Memphis TN,3
80643,Chicago IL,3
80643,Memphis TN,3
80643,Philadelphia PA,3
80643,Houston TX,3
80659,New Orleans LA,3
80709,Memphis TN,3
80709,Los Angeles CA,3
80751,New Orleans LA,3
80829,Los Angeles CA,3
80837,Chicago IL,3
80837,Memphis TN,3
80837,Savannah GA,3
80837,Savannah GA,3
80933,Chicago IL,3
81023,New Orleans LA,3
81091,Philadelphia PA,3
81091,Chicago IL,3
81192,Los Angeles CA,3
81254,Houston TX,3
81324,Chicago IL,3
81386,Houston TX,3
81390,New Orleans LA,3
81390,Savannah GA,3
81448,New Orleans LA,3
81448,Mobile AL,3
81469,Mobile AL,3
81469,Houston TX,3
81469,Los Angeles CA,3
81485,Los Angeles CA,3
81519,Memphis TN,3
81664,Chicago IL,3
81735,Port Authority of New York/New Jersey NY/NJ,3
81735,Savannah GA,3
81752,Chicago IL,3
81752,Chicago IL,3
81763,Charleston SC,3
81797,Charleston SC,3
81822,Los Angeles CA,3
81822,Los Angeles CA,3
81869,Memphis TN,3
81869,Port Authority of New York/New Jersey NY/NJ,3
81927,Charleston SC,3
81954,Memphis TN,3
81954,Houston TX,3
82007,New Orleans LA,3
82007,Philadelphia PA,3
82042,Philadelphia PA,3
82043,Chicago IL,3
82063,Philadelphia PA,3
82063,Mobile AL,3
82063,New Orleans LA,3
82122,Houston TX,3
82203,Memphis TN,3
82203,Mobile AL,3
82245,Los Angeles CA,3
82261,Philadelphia PA,3
82360,Charleston SC,3
82374,New Orleans LA,3
82374,Chicago IL,3
82378,Port Authority of New York/New Jersey NY/NJ,3
82388,Mobile AL,3
82426,Chicago IL,3
82426,Charleston SC,3
82526,Charleston SC,3
82526,Chicago IL,3
82526,Mobile AL,3
82526,Charleston SC,3
82551,Charleston SC,3
82551,Port Authority of New York/New Jersey NY/NJ,3
82551,Charleston SC,3
82598,Mobile AL,3
82598,New Orleans LA,3
82598,Memphis TN,3
82617,Memphis TN,3
82737,Charleston SC,3
82808,Memphis TN,3
82808,Mobile AL,3
